ambient,coolant,u_d,u_q,motor_speed,torque,i_d,i_q,pm,stator_yoke,stator_tooth,stator_winding,profile_id,yhat
0.43738854,-1.0403271,0.30426085,1.4134799,0.13030212,-0.27351496,1.0221812,-0.25378892,0.16809686,-0.06608222400000001,0.7996365,1.7083971999999998,6,0
0.4035172,-1.0416764,0.301769,1.4144611,0.13029961,-0.2714402,1.0241924999999998,-0.2515097,0.1685605,-0.063709445,0.8013041,1.6988147,6,0
0.38229302,-1.0473474,0.30014440000000003,1.415456,0.13029908,-0.26991665,1.025565,-0.24986479,0.16882189,-0.062009342,0.8026509000000001,1.6891580000000002,6,0
0.3655626,-1.0521837,0.2992145,1.4164099,0.13030238,-0.26881385,1.0265799999999998,-0.24869591,0.16905828,-0.06079096,0.8035161999999999,1.6770611,6,0
0.35357487,-1.0556492,0.29881683,1.417682,0.13029881,-0.26764327,1.0273354,-0.24785046,0.16914427,-0.059918072,0.8040103,1.6665202,6,0
0.34295425,-1.0591066,0.29858214,1.4180373,0.13030079,-0.26718578,1.0278052,-0.24723794,0.1689641,-0.05929264,0.80388665,1.6548913,6,0
0.33585176,-1.0623233,0.29813254,1.4188648,0.13030039999999998,-0.26682425,1.0281878,-0.24680886,0.16930284,-0.058844388,0.8034698,1.6440618000000002,6,0
0.33583972,-1.0630152,0.29831985,1.4197735,0.13029763,-0.26655918,1.0284891,-0.24649817,0.16935472,-0.058523305,0.8035648,1.6338781999999998,6,0
0.33227742,-1.063343,0.2980379,1.4200445,0.13029723,-0.26640725,1.0286466,-0.24627565,0.16929658,-0.05829317,0.80366373,1.6225056999999998,6,0
0.33429295,-1.0631075,0.29767475,1.4220904,0.13029881,-0.26576585,1.0287864,-0.24611425,0.16956083,-0.058128398,0.8037091,1.6088116,6,0
0.32863083,-1.0604857,0.29734534,1.4224211000000002,0.1302971,-0.26584744,1.028927,-0.24599983,0.16970114,-0.05801028,0.803165,1.597861,6,0
0.3250816,-1.057095,0.2970182,1.4226588,0.13029987,-0.26584223,1.0289518,-0.24591874,0.16955507,-0.05792563,0.8017035,1.5854979,6,0
0.32406077,-1.0525824,0.29670918,1.4232109,0.13029948,-0.2658353,1.0290107,-0.24587633,0.16928409,-0.057864998,0.800366,1.5723795,6,0
0.32180637,-1.0486431,0.29608515,1.4233105,0.13029723,-0.26576346,1.0290738,-0.24582165,0.16908710000000002,-0.05782149,0.799724,1.5597116000000002,6,0
0.32476038,-1.0458205,0.29635277,1.4246458,0.13029855,-0.26527876,1.0290488000000002,-0.24578685,0.16868687,-0.057790384000000014,0.7986651,1.5475132,6,0
0.32941476,-1.0434957,0.29601312,1.4240777,0.13029723,-0.26545933,1.02909,-0.24577373,0.16840051,-0.057767943,0.79616433,1.536863,6,0
0.3317354,-1.041729,0.29573938,1.4235091999999998,0.13029749999999998,-0.26559752,1.0291183000000002,-0.24575523,0.1685605,-0.057752,0.7934518,1.5255967,6,0
0.3257822,-1.0399591,0.29551890000000003,1.422754,0.13029869,-0.26576138,1.0290934,-0.24574076,0.16858165,-0.057718728,0.79165834,1.5142555,6,0
0.32963958,-1.0389934,0.2955226,1.4221547,0.13029908,-0.26588312,1.0291111,-0.24573527,0.1685115,-0.05762305,0.7897435,1.5036322,6,0
0.34560212,-1.0388389999999998,0.2958369,1.4232861,0.13029802,-0.26543468,1.0291449,-0.24572085,0.16811992,-0.057454932,0.78761,1.4908427,6,0
0.3814077,-1.0387620000000002,0.29585347,1.4220963,0.13029683,-0.26570429999999995,1.0291263000000002,-0.24573432,0.16796665,-0.057103336,0.78591627,1.476574,6,0
0.40706342,-1.0395468,0.29604095,1.4216571000000002,0.13029829,-0.26592487,1.0291306999999998,-0.24572207,0.16785517,-0.05660665400000001,0.7837341999999999,1.4690675,6,0
0.43509197,-1.0425957,0.29637817,1.4214424,0.13029829,-0.26608112,1.029157,-0.24572492,0.16779944,-0.056157216,0.7817536,1.4463563,6,0
0.48106548,-1.0479727,0.2967344,1.4218566,0.13029921,-0.26615614,1.0291137,-0.24571508,0.16782396,-0.055861134000000014,0.78013384,1.3939852,6,0
0.52923715,-1.0527997,0.2969824,1.4231923,0.13030171,-0.26590523,1.0291264,-0.24572133,0.16749723,-0.055349883,0.7780154,1.3564599,6,0
0.56375295,-1.0562586,0.29689407,1.423523,0.13029683,-0.2657538,1.0291698,-0.24572287,0.16698025,-0.053944092,0.7758904000000001,1.3295716999999998,6,0
0.59914595,-1.0593417,0.29698652,1.423744,0.13029749999999998,-0.26585206,1.0291312,-0.24571392,0.16617402,-0.052345768,0.77432853,1.3103056,6,0
0.6245066,-1.0599043,0.29665413,1.4242426,0.13029788,-0.26590475,1.029135,-0.24572122,0.16626146,-0.051140577,0.77315855,1.2965007,6,0
0.64267737,-1.0600052,0.29653972,1.4254396,0.13029788,-0.26593477,1.0291651,-0.24572723,0.16540816,-0.049924556,0.7723201,1.2866093,6,0
0.65569794,-1.0600773,0.29640803,1.4254725,0.13029934,-0.26590362,1.0291259,-0.24571514,0.1654341,-0.04885638,0.7717195,1.2795217,6,0
0.6650267,-1.0589528999999998,0.29639688,1.4273728,0.1303,-0.26542145,1.0291324,-0.24572323,0.16517657,-0.04849337,0.77128905,1.2744429,6,0
0.6717116999999999,-1.0540816000000002,0.2961594,1.4273605,0.1302967,-0.26549444,1.0291723,-0.24571809,0.16463844,-0.04828253,0.7709807,1.2708042,6,0
0.67548674,-1.050255,0.29576640000000004,1.4270009,0.13029723,-0.26554036,1.0291278,-0.24571526,0.16408351,-0.047703557,0.7707596,1.2681966999999998,6,0
0.67768294,-1.0469083,0.29580036,1.4265279,0.13029788,-0.2656268,1.0291421,-0.24572109,0.16350743,-0.04742421,0.77060133,1.2663283,6,0
0.6807805,-1.044544,0.2956903,1.4259027,0.13029775,-0.26567858,1.029164,-0.24571532,0.16300918,-0.047130097,0.7704880999999999,1.2649897,6,0
0.6829998,-1.0422113000000002,0.29570457,1.4265553,0.13029948,-0.26526272,1.0291203000000002,-0.24571551,0.16244656,-0.046160746,0.77040666,1.2640305,6,0
0.6835749,-1.0403047,0.2952176,1.4255748,0.13029921,-0.26550883,1.029136,-0.24572757,0.16166532,-0.045608155,0.7703484,1.2629025,6,0
0.6839864999999999,-1.0389385,0.29514232,1.4249125,0.1302967,-0.2656801,1.0291743,-0.24572411,0.16115746,-0.045809153,0.7703066,1.259487,6,0
0.6720981,-1.0375564,0.29571807,1.424213,0.13029775,-0.26586872,1.0291202,-0.24571355,0.16040696,-0.04585364,0.77027696,1.2548733,6,0
0.636674,-1.0373054,0.29618204,1.4241707,0.13029683,-0.26593822,1.0291514000000002,-0.24571413,0.15959498,-0.04576407,0.7702555,1.2502819,6,0
0.6072301,-1.0376967,0.29670495,1.4256897,0.13029869,-0.26547983,1.029145,-0.2457225,0.158832,-0.04618614,0.7702401999999999,1.2449726,6,0
0.5861324,-1.0384811,0.29700089,1.4257138,0.13029894,-0.26564702,1.0291286,-0.24572444,0.15801905,-0.046511557,0.7702291,1.2355497,6,0
0.5715229000000001,-1.0397824,0.29690897,1.4262264999999998,0.13029855,-0.265757,1.0291364,-0.24572925,0.15748572,-0.0457875,0.7653675999999999,1.2265946,6,0
0.57831526,-1.0450495000000002,0.29708505,1.4262022,0.1302971,-0.26581059999999995,1.0291817,-0.24572508,0.15689859,-0.045360304,0.75199646,1.2195169,6,0
0.5694753,-1.0485883,0.29724503,1.4266866000000002,0.13029696,-0.26582038,1.0291355,-0.24571727,0.15608132,-0.044729166,0.736813,1.2116181,6,0
0.5606032,-1.0514264,0.29709324,1.4283895,0.13030146,-0.26543504,1.0291598,-0.24571857,0.15574739999999998,-0.04406259,0.7247418999999999,1.2008173,6,0
0.5527228,-1.053628,0.29709297,1.4288927,0.13029696,-0.2654499,1.0291609,-0.24572678,0.15525107,-0.043978725,0.7159714,1.1883409,6,0
0.5501221,-1.0548693999999998,0.29682383,1.4290582,0.13029948,-0.2656528,1.0291232,-0.24571663,0.15486382,-0.04350862,0.709662,1.1766105,6,0
0.54470485,-1.0555911,0.29638773,1.4291013,0.13029987,-0.26568070000000005,1.02914,-0.2457253,0.15396437,-0.042587895,0.7040071,1.1663325,6,0
0.5408244000000001,-1.0543271,0.29617482,1.4291077,0.13029855,-0.26573908,1.0291696,-0.24572042,0.15336667,-0.041355144,0.6994493,1.1587108,6,0
0.53398186,-1.0508006,0.29567173,1.4286675,0.13029802,-0.26574123,1.0291342,-0.24572575,0.15268777,-0.04102973,0.69538236,1.151744,6,0
0.50572646,-1.0473328000000002,0.29563588,1.4290044,0.13029881,-0.26534688,1.0291532,-0.24572009,0.152178,-0.04194947,0.6899404,1.1398853,6,0
0.49868017,-1.0447809,0.29508144,1.4278158,0.13029815,-0.26554397,1.0291523,-0.24571101,0.15132709,-0.04330132,0.6840122,1.1287073,6,0
0.49363136,-1.0429523,0.29493228,1.4270773,0.13029961,-0.26568672,1.0291253,-0.24572371,0.15091582,-0.044132084,0.67589295,1.1172096000000002,6,0
0.50118154,-1.0406004,0.29494062,1.4263498,0.13029829,-0.26588202,1.0291494,-0.2457355,0.15043389999999998,-0.04373757,0.66664195,1.1056659,6,0
0.50049996,-1.0385121,0.2953661,1.4260901,0.13029736,-0.26603675,1.029167,-0.24571082,0.14937495,-0.043527517,0.65783757,1.0961828000000002,6,0
0.49391943,-1.0355035,0.29577306,1.4273387,0.13029683,-0.265622,1.0291290000000002,-0.24571191,0.14891466,-0.044190943,0.651317,1.0820067,6,0
0.4754977,-1.033583,0.29642355,1.426639,0.13029763,-0.26585254,1.0291544,-0.24572615,0.14779854,-0.044353355,0.64545953,1.0624115,6,0
0.45722154,-1.0318037,0.29688728,1.4271338,0.13029881,-0.26597807,1.0291511,-0.24572020000000006,0.14695436,-0.04448033,0.63970494,1.0483711,6,0
0.44361877,-1.0323769,0.29706287,1.4268717,0.13029961,-0.26606518,1.0291235,-0.24571148,0.14570321,-0.045220338,0.6349625,1.0383106,6,0
0.43387142,-1.0327877,0.29731557,1.427683,0.13029987,-0.26608744,1.0291373,-0.24573235,0.14504978,-0.045622528,0.63144284,1.0310651,6,0
0.42536467,-1.0343924,0.29749640000000005,1.4291645,0.1302967,-0.265593,1.029173,-0.24571683,0.14443333,-0.04579399,0.628363,1.0254697,6,0
0.42129952,-1.0356094999999998,0.2974799,1.4293176,0.13029723,-0.26574233,1.0291375,-0.2457204,0.14346664,-0.04648813,0.6258687,1.0200281999999998,6,0
0.40874168,-1.0381953000000002,0.29718852,1.4295025,0.13029696,-0.2658629,1.0291607,-0.24573082,0.1427839,-0.04711474,0.623787,1.0136690000000002,6,0
0.3997431,-1.040048,0.2970998,1.4296443,0.13029788,-0.265946,1.0291696,-0.24571764,0.14221646,-0.047151357000000005,0.6219775,1.006358,6,0
0.37806624,-1.0427868,0.29646605,1.4299661,0.13029948,-0.26597843,1.0291202,-0.24571031,0.14159521,-0.046671998,0.6206303000000001,0.9994671,6,0
0.36557966,-1.0436741,0.2964038,1.4313264,0.13030027,-0.26543373,1.02915,-0.24573036,0.14067271,-0.04650191,0.6194064,0.99078417,6,0
0.3540948,-1.0469643,0.29601002,1.4308766000000002,0.1302971,-0.26553044,1.0291754000000002,-0.24571486,0.13995202,-0.04685193,0.61792237,0.98294634,6,0
0.3468799,-1.0475074,0.29569197,1.4301859,0.13029815,-0.26561525,1.0291338,-0.24571933,0.13948068,-0.047066707,0.6143967,0.97483355,6,0
0.33561888,-1.046082,0.2956072,1.4296596,0.13029869,-0.2657257,1.0291646,-0.24573125,0.13901079,-0.0467785,0.6072213000000001,0.96868986,6,0
0.33617997,-1.0439855,0.295548,1.4287472,0.13029869,-0.2658837,1.0291699,-0.24571669,0.13799843,-0.047082458,0.59824467,0.9628557,6,0
0.34927383,-1.0423489,0.29567468,1.4284226,0.13030160000000002,-0.26590756,1.0291204,-0.24571672,0.13730463,-0.048237644,0.59011906,0.95169806,6,0
0.37490043,-1.0410416999999998,0.29566973,1.4285967,0.13029934,-0.26567996,1.0291617,-0.24572468,0.13643451,-0.049376294,0.58348095,0.9404718,6,0
0.38412586,-1.0390971,0.29566440000000005,1.4278803,0.1302971,-0.26593202,1.0291629,-0.2457072,0.1360905,-0.050890952,0.5776885,0.9301143,6,0
0.38971972,-1.037166,0.29626438,1.4277971,0.13029921,-0.26611137,1.0291201,-0.24570769,0.13517857,-0.052073505,0.5665559,0.9216646,6,0
0.39372867,-1.0357823,0.29641852,1.4275477,0.13029815,-0.26620048,1.029161,-0.2457204,0.13467649,-0.05274776,0.5448526,0.9138843,6,0
0.39355502,-1.0325396,0.29670683,1.4277678,0.13029881,-0.26623634,1.0291661,-0.24572088,0.13393463,-0.05343422,0.5231332999999999,0.90724456,6,0
0.39952227,-1.0301824,0.29696104,1.4291955,0.13029934,-0.2657542,1.0291239,-0.2457124,0.13309719,-0.054126974,0.50677514,0.90256023,6,0
0.3997371,-1.0287621999999998,0.2970837,1.4292235,0.13029869,-0.26589709999999994,1.0291553,-0.24573122,0.13239907,-0.054398254000000014,0.49404275,0.89751464,6,0
0.39989066,-1.0277448,0.29712272,1.4297558,0.13029788,-0.26597002,1.0291712,-0.24571246,0.13158228,-0.054451406,0.4849193,0.8896030999999999,6,0
0.40000108,-1.0270156,0.29692376,1.429709,0.13029881,-0.26604193,1.0291274,-0.24571355,0.13114792,-0.054650825,0.47838235,0.8793071,6,0
0.4046484,-1.0295509,0.29684103,1.4304508,0.1302967,-0.26606357,1.0291798,-0.24572445,0.1303148,-0.05499691,0.47369844,0.8663844999999999,6,0
0.40645614,-1.0324091999999998,0.29697890000000005,1.4317154,0.13029802,-0.2655987,1.0291541,-0.24571694,0.12944995,-0.055533558,0.47034207,0.8549588,6,0
0.39353696,-1.0349948,0.29640517,1.4315649,0.13029961,-0.26572615,1.0291245,-0.24571256,0.12880997,-0.056023546,0.46793744,0.8461475,6,0
0.38427943,-1.0368476,0.29619515,1.4316303,0.13029842,-0.26578125,1.0291576,-0.24572124,0.12810946,-0.05640251,0.46621442,0.8369331,6,0
0.36394054,-1.0404937,0.29591262,1.431334,0.13029683,-0.2657987,1.0291727,-0.24571495,0.12709278,-0.056586377,0.4649794,0.8261074,6,0
0.35088885,-1.0422661,0.29577246,1.4310892,0.13029683,-0.2658567,1.0291417,-0.24572879,0.12647249,-0.056628503,0.46409485,0.8177262,6,0
0.34610602,-1.0433009,0.2958373,1.4316493,0.13029815,-0.265362,1.0291759,-0.24572378,0.1259435,-0.05673048,0.46346107,0.80907696,6,0
0.34420290000000003,-1.0433369,0.29569548,1.4305111,0.13029749999999998,-0.26563048,1.0291629,-0.24570197,0.12517764,-0.056881275,0.46300668,0.80052936,6,0
0.33826977,-1.0420184,0.2956467,1.4294206,0.13029961,-0.26591024,1.0291284,-0.24570744,0.12460684,-0.057060815,0.4626812,0.7934498999999999,6,0
0.33198735,-1.0413426,0.29588604,1.4285319,0.13029869,-0.26605603,1.0291576,-0.2457247,0.12375737,-0.057245273,0.4624479,0.78709185,6,0
0.32748654,-1.0408583,0.29607475,1.4283233999999998,0.13029736,-0.26614732,1.0291541,-0.24571969,0.122704186,-0.057377566,0.46224108,0.7815081,6,0
0.32882956,-1.039772,0.29632688,1.429341,0.13030106,-0.26592764,1.0291381,-0.24573076,0.12213723,-0.057472255,0.46204245,0.776332,6,0
0.3267468,-1.0381538,0.29613355,1.4303501,0.13029829,-0.26585123,1.0291595,-0.2457094,0.12147371,-0.057496272,0.4618999,0.76950175,6,0
0.32119307,-1.0357509,0.29658893,1.430086,0.13029881,-0.2659488,1.029149,-0.24571809,0.12137185,-0.057435837,0.46151942,0.7605316,6,0
0.3197517,-1.0331889,0.29674324,1.4304681,0.13029987,-0.26598325,1.0291266,-0.24571097,0.12091492,-0.057430323,0.46071383,0.753076,6,0
0.32125732,-1.0303454,0.29687753,1.4304805,0.13029855,-0.26611862,1.0291663,-0.24572134,0.11985261,-0.057510052,0.45998862,0.74564075,6,0
0.3172594,-1.0276358,0.29695594,1.4305464,0.13029788,-0.26614708,1.0291622,-0.24571662,0.11929719,-0.05756734,0.45913264,0.7375221,6,0
0.31185725,-1.0268703,0.29675743,1.4317242,0.13029802,-0.26571947,1.0291458,-0.24573319,0.11855775,-0.05760809,0.4571274,0.72968525,6,0
0.30595523,-1.0269603,0.296415,1.4318826,0.13029736,-0.26585782,1.0291713,-0.24571924,0.11718169,-0.057637423,0.4540722,0.72245413,6,0
0.3047718,-1.0279319,0.29619226,1.4321662,0.13029829,-0.26598933,1.0291573,-0.24570478,0.116156854,-0.057658486,0.4504193,0.7162445,6,0
0.30900058,-1.0298043,0.2960273,1.4322731000000002,0.13030039999999998,-0.26597148,1.0291169,-0.24571466,0.1157374,-0.057673648,0.4465628,0.70896786,6,0
0.3110161,-1.0323219,0.29582423,1.4323772,0.13029869,-0.2659574,1.0291483,-0.24571988,0.11504697,-0.057684276,0.44264984,0.7014768,6,0
0.3124595,-1.0341259,0.29576996,1.4330058,0.13029577,-0.26547554,1.0291573,-0.24570629,0.11418646,-0.05769215,0.43849683,0.6925473000000001,6,0
0.31349334,-1.0354185,0.29567903,1.4322721,0.13029775,-0.2656768,1.0291437,-0.24571414,0.113691576,-0.057697665,0.43473318,0.6834316999999999,6,0
0.31829628,-1.0363448,0.29554752,1.4311829,0.13029788,-0.26590785,1.029164,-0.24571003,0.11311021,-0.0577016,0.43014932,0.67488027,6,0
0.3227529000000001,-1.0376133,0.29539847,1.4299809,0.13029921,-0.2660444,1.0291386,-0.24570794,0.11267587,-0.057704356,0.42504457,0.66728413,6,0
0.32391524,-1.0381525,0.29533550000000003,1.4295871999999998,0.13029869,-0.266206,1.029123,-0.24571732,0.11172982,-0.057706524,0.4200938,0.6609232,6,0
0.31611815,-1.0391773000000002,0.29575813,1.4306895,0.13029763,-0.2657682,1.0291635,-0.24572717,0.111073986,-0.057707902,0.41474435,0.6556310000000001,6,0
0.3110392,-1.0392733,0.29598418,1.4303775,0.13029696,-0.26603326,1.0291543,-0.2457109,0.11020338,-0.057708886,0.40983394,0.651288,6,0
0.30943018,-1.0389724,0.29608586,1.4299141000000002,0.13029802,-0.26614829999999995,1.0291294,-0.24572094,0.10949084,-0.05770967,0.4054019,0.64659727,6,0
0.32756785,-1.0387903,0.29653344,1.4296646000000002,0.13029775,-0.26619753,1.0291584,-0.24571260000000006,0.1087245,-0.057710264,0.40247887,0.63754433,6,0
0.35021034,-1.0372822,0.29686847,1.4297755,0.13029815,-0.26627034,1.0291486,-0.24570054,0.10792644,-0.057710655,0.39972842,0.6292946999999999,6,0
0.37151077,-1.034992,0.29732892,1.4315678,0.13029815,-0.26581317,1.0291263000000002,-0.24571644,0.106804065,-0.057710852,0.39666465,0.6204828,6,0
0.40657157,-1.0327461,0.29731172,1.4318755,0.13029908,-0.2657988,1.0291593,-0.24572048,0.10560674,-0.05771105,0.393882,0.6119654,6,0
0.44336987,-1.0294904,0.29711226,1.4316931,0.13029763,-0.26595488,1.029158,-0.24571091,0.104862496,-0.05819356,0.39157954,0.6025941999999999,6,0
0.4646603,-1.0261158,0.296731,1.431991,0.13029842,-0.26607773,1.0291296,-0.24571218,0.1044714,-0.05915208,0.39019376,0.5959161000000001,6,0
0.47940728,-1.0228915,0.2966091,1.4319178999999995,0.13029723,-0.26615524,1.0291817,-0.24572058,0.10350037,-0.05935682,0.3872761,0.59010285,6,0
0.49302107,-1.0214884,0.29648644,1.4322708,0.13030039999999998,-0.26610845,1.0291523,-0.24571747,0.10246448,-0.06145537,0.38112104,0.5850561,6,0
0.5007449,-1.0207853,0.29627705,1.433364,0.13029987,-0.26568583,1.0291204,-0.24571536,0.10139833,-0.06413604,0.37377098,0.5789063,6,0
0.5098318000000001,-1.0226674,0.2959633,1.432927,0.13029788,-0.26580170000000003,1.029156,-0.24572454,0.100483514,-0.06404588,0.36679998,0.5692853,6,0
0.5158362,-1.0254272,0.29588383,1.4327978,0.13029775,-0.26594567,1.0291423000000002,-0.24571078,0.09979789,-0.070642345,0.36056274,0.5610328,6,0
0.52064615,-1.0282112,0.29586118,1.4317346000000002,0.13029855,-0.2660001,1.0291361,-0.24572225,0.09943321,-0.0830929,0.35311767,0.5536506999999999,6,0
0.5230772,-1.0310796,0.2952514,1.4310097,0.13029683,-0.26612747,1.0291821,-0.24571674,0.09919827,-0.09364767,0.3459698,0.54421145,6,0
0.5263414000000001,-1.0331686,0.29554722,1.4315219,0.13029815,-0.26572156,1.0291396000000002,-0.24571677,0.09896812,-0.10254131,0.34017915,0.5365302,6,0
0.52766633,-1.0345981,0.29543436,1.4305696,0.13029894,-0.26595306,1.0291134,-0.24570926,0.098602965,-0.10767489,0.33455744,0.5305489000000001,6,0
0.53013754,-1.035757,0.29574883,1.4301700000000002,0.13029842,-0.26622087,1.0291538,-0.24571083,0.09812586,-0.1110938,0.3292741,0.52652,6,0
0.53190917,-1.0365871,0.29635772,1.4296753,0.13029763,-0.2663561,1.0291374,-0.24570803,0.09724805,-0.11427942,0.32526967,0.5228621,6,0
0.5347006,-1.0370812,0.29604927,1.4302028,0.13029908,-0.26633759999999995,1.0291228,-0.24572799,0.095912345,-0.11686146,0.32229736,0.5182582,6,0
0.5316251000000001,-1.0373008,0.29641056,1.431834,0.13029683,-0.26580453,1.0291667,-0.24572082,0.09478372,-0.12064535,0.31972122,0.5118010999999999,6,0
0.5365274,-1.0371222,0.2968148,1.4318895,0.13029815,-0.26592144,1.0291343000000002,-0.24571012,0.09387084,-0.124654256,0.31747806,0.50533855,6,0
0.5623778,-1.0366918,0.29684734,1.432216,0.13029961,-0.26602420000000004,1.0291209,-0.2457183,0.093008876,-0.12742904,0.31571895,0.49967954,6,0
0.57836145,-1.0344009,0.2967938,1.4325974,0.13029855,-0.26610368,1.0291708000000002,-0.24572037,0.09247556,-0.12970456,0.31445858,0.4945229999999999,6,0
0.5862619000000001,-1.031953,0.29669863,1.432863,0.13029788,-0.266189,1.0291505,-0.24571060000000006,0.09141901,-0.13227676,0.31273985,0.48800057,6,0
0.59801376,-1.029527,0.2970882,1.4339544,0.13029894,-0.26566476,1.0291333,-0.2457213,0.09061663,-0.13460349,0.310472,0.48049968,6,0
0.61404955,-1.0261421,0.29694432,1.433904,0.13029683,-0.26583347,1.0291722,-0.24572417,0.08995647,-0.13644198,0.3096625,0.47398654,6,0
0.63416964,-1.0221374,0.29679468,1.4339889,0.13029842,-0.2658865,1.0291342,-0.24571589,0.08972008,-0.13771725,0.30729428,0.46876872,6,0
0.6480785,-1.0187639000000002,0.296358,1.4340472,0.13030054,-0.2659106,1.029122,-0.24572049,0.08919637,-0.13854565,0.30127177,0.46458945,6,0
0.63664484,-1.0383076999999998,2.2613423,-1.0264097,0.9418235,-1.714433,-2.2605987,-1.5056256,-0.90292025,-1.3537565,-1.4147227,-1.4985867,6,2
0.6041626999999999,-1.0398261999999998,2.2644174,-1.0359777,0.94185793,-1.7173401,-2.2680616,-1.5082669,-0.9019478,-1.3509153,-1.4131211,-1.4914294,6,2
0.58495003,-1.0400742,2.2662234,-1.0457016,0.9418787,-1.719411,-2.2749763,-1.5100553,-0.9004095999999999,-1.3511561,-1.4129438,-1.4863011000000002,6,2
0.5716916,-1.0403190999999998,2.2683363,-1.0510913,0.9418929,-1.7210758999999998,-2.2790277000000003,-1.5114095,-0.89875096,-1.3550588,-1.4107203,-1.4748782,6,2
0.5566063,-1.0401921,2.2695353,-1.0545876,0.9419069,-1.7219713,-2.281495,-1.5123898999999998,-0.8970845,-1.3597848,-1.4064139,-1.4599365,6,2
0.5173689,-1.0402691,2.270573,-1.0599983999999998,0.94191647,-1.7231755000000002,-2.2853403,-1.5129676,-0.8946156,-1.360948,-1.4037217,-1.4459987,6,2
0.49382305,-1.0398203,2.271018,-1.0629877,0.9419196,-1.7237415,-2.2873764,-1.5134572,-0.89223826,-1.3596419,-1.4006536,-1.437334,6,2
0.46882984,-1.039398,2.2712064,-1.0655928999999995,0.94192755,-1.7239703000000002,-2.288856,-1.5138038,-0.88978547,-1.3577576999999998,-1.3983284,-1.4305377,6,2
0.4524437,-1.0386921,2.2715075,-1.0662243,0.9419297,-1.724096,-2.2886887,-1.5140938999999998,-0.88800865,-1.3566623,-1.3978506000000002,-1.426586,6,2
0.42039615,-1.0381863000000002,2.2721078,-1.0674171,0.9419298,-1.7243645,-2.2893589,-1.5142789,-0.8871414000000001,-1.357776,-1.3965534,-1.408662,6,2
0.39388022,-1.0376223,2.2723036,-1.0689247,0.9419305,-1.724348,-2.2900512,-1.5143988000000002,-0.8865334,-1.3590143999999995,-1.3930976000000002,-1.3919262,6,2
0.39011016,-1.0369829,2.2725053,-1.0707458,0.94193244,-1.7244,-2.2910278,-1.5144383999999995,-0.8848568000000001,-1.3603195,-1.3879585,-1.3766296999999998,6,2
0.37319407,-1.0362223,2.2727776,-1.0710076000000002,0.94193417,-1.7243963,-2.2907221,-1.5145463,-0.8820528,-1.3585143999999998,-1.3833303,-1.3671013,6,2
0.35548902,-1.0351398,2.272529,-1.0734038,0.94193506,-1.7244085,-2.291888,-1.5145383999999995,-0.88124514,-1.353344,-1.3800408000000002,-1.3546187,6,2
